Serial,Gas_Concentration(ppm),Temperature(°C),Pressure(psi),Thermal_Gradient(°C/m),Acoustic_Amplitude(dB),Acoustic_Frequency(Hz),Flow_Rate(L/min),Segment,Leak_Type,Leak_Status
13164,1059.87,18.68,59.14,2.62,73.0,848.11,44.05,12,Large,1
13165,0.45,25.48,100.39,0.05,10.54,53.32,61.02,1,Non-Leak,0
13166,194.57,22.58,84.87,0.87,31.71,328.98,54.67,2,Small,1
13167,0.76,25.79,100.97,0.05,9.35,50.26,60.98,3,Non-Leak,0
13168,696.24,21.46,77.3,1.63,51.46,648.52,52.23,4,Medium,1
13169,0.49,25.41,100.89,0.04,9.82,56.75,60.89,5,Non-Leak,0
13170,1055.35,19.57,61.75,2.69,73.12,841.29,44.41,6,Large,1
13171,0.85,25.16,100.0,0.06,9.3,57.64,60.9,7,Non-Leak,0
13172,169.31,22.82,84.54,0.71,33.8,338.51,55.4,8,Small,1
13173,0.55,24.73,100.43,0.04,9.98,58.27,60.85,9,Non-Leak,0
13174,691.31,21.13,77.38,1.65,50.7,600.66,53.5,10,Medium,1
13175,0.37,25.67,100.68,0.03,10.76,55.02,61.02,11,Non-Leak,0
13176,1071.99,18.03,61.95,2.57,74.49,799.51,45.03,12,Large,1
13177,0.85,25.38,100.41,0.03,9.38,50.72,60.7,1,Non-Leak,0
13178,198.72,22.71,84.67,0.89,33.61,353.51,55.15,2,Small,1
13179,0.81,25.18,100.51,0.05,9.55,56.12,60.79,3,Non-Leak,0
13180,663.16,20.63,76.69,1.77,50.34,632.87,52.57,4,Medium,1
13181,0.6,25.37,100.5,0.04,10.86,53.77,61.05,5,Non-Leak,0
13182,1141.48,18.06,60.67,2.51,74.66,802.66,43.73,6,Large,1
13183,0.69,25.08,100.69,0.06,9.31,59.93,60.87,7,Non-Leak,0
13184,150.52,22.3,83.75,0.84,34.59,332.71,55.6,8,Small,1
13185,0.78,25.74,100.33,0.05,9.44,58.68,60.79,9,Non-Leak,0
13186,652.6,21.23,76.91,1.68,50.3,606.01,52.03,10,Medium,1
13187,0.7,25.45,100.33,0.04,9.51,57.69,61.04,11,Non-Leak,0
13188,1213.1,19.09,61.63,2.5,72.59,816.92,45.89,12,Large,1
13189,0.89,25.32,100.72,0.04,10.39,54.06,61.08,1,Non-Leak,0
13190,180.32,22.8,84.45,0.85,33.68,329.96,54.05,2,Small,1
13191,0.85,25.09,100.96,0.05,10.69,53.23,61.1,3,Non-Leak,0
13192,660.44,21.48,76.89,1.79,51.31,635.19,52.5,4,Medium,1
13193,0.55,25.57,100.46,0.05,10.63,57.02,61.07,5,Non-Leak,0
13194,1207.0,19.49,60.34,2.78,72.98,834.62,45.37,6,Large,1
13195,0.33,25.46,100.55,0.03,10.03,56.78,60.97,7,Non-Leak,0
13196,172.59,22.86,83.16,0.73,34.19,325.09,54.13,8,Small,1
13197,0.43,24.74,100.65,0.07,10.65,52.81,61.04,9,Non-Leak,0
13198,719.23,21.06,75.94,1.62,51.71,629.61,52.89,10,Medium,1
13199,0.8,25.01,100.6,0.07,9.88,56.88,60.76,11,Non-Leak,0
13200,1092.49,18.97,59.33,2.33,75.49,801.6,45.77,12,Large,1
13201,0.62,24.75,100.5,0.04,9.06,57.09,60.92,1,Non-Leak,0
13202,172.0,22.86,83.66,0.81,31.25,327.39,54.56,2,Small,1
13203,0.86,25.42,100.05,0.05,10.52,51.79,60.71,3,Non-Leak,0
13204,697.49,21.33,76.65,1.71,51.87,620.82,52.92,4,Medium,1
13205,0.62,25.85,100.44,0.06,10.57,57.07,61.07,5,Non-Leak,0
13206,1196.08,19.55,61.84,2.33,75.52,803.1,43.64,6,Large,1
13207,0.34,24.86,100.06,0.03,10.12,55.32,60.74,7,Non-Leak,0
13208,191.14,22.74,84.01,0.79,34.23,330.81,54.43,8,Small,1
13209,0.49,25.81,100.95,0.06,10.76,52.96,60.98,9,Non-Leak,0
13210,662.89,21.01,76.44,1.76,51.96,621.04,53.35,10,Medium,1
13211,0.48,25.46,100.28,0.04,10.68,50.56,61.08,11,Non-Leak,0
13212,1067.26,19.26,61.36,2.58,73.55,817.4,45.09,12,Large,1
13213,0.82,25.44,100.47,0.03,9.2,52.81,61.09,1,Non-Leak,0
13214,175.85,22.88,83.66,0.77,30.3,313.07,54.8,2,Small,1
13215,0.69,25.73,100.99,0.06,9.88,59.97,60.95,3,Non-Leak,0
13216,718.85,20.84,77.06,1.67,50.57,637.17,52.88,4,Medium,1
13217,0.67,25.18,100.01,0.04,9.48,54.38,61.08,5,Non-Leak,0
13218,1158.97,19.14,59.74,2.38,75.55,833.81,45.85,6,Large,1
13219,0.59,25.72,100.78,0.05,9.22,56.84,61.0,7,Non-Leak,0
13220,163.3,22.36,84.48,0.8,31.13,323.71,55.73,8,Small,1
13221,0.78,25.68,100.17,0.06,10.66,58.6,61.07,9,Non-Leak,0
13222,665.92,21.38,77.08,1.75,51.13,645.61,53.31,10,Medium,1
13223,0.59,25.05,100.14,0.07,9.46,59.03,61.04,11,Non-Leak,0
13224,1042.91,18.38,59.67,2.77,73.13,797.56,44.24,12,Large,1
13225,0.43,24.87,100.18,0.04,9.39,54.65,60.97,1,Non-Leak,0
13226,191.46,22.57,84.59,0.86,32.3,348.19,54.31,2,Small,1
13227,0.56,25.06,100.39,0.06,10.84,50.51,60.99,3,Non-Leak,0
13228,710.59,21.21,77.56,1.59,51.31,618.29,53.05,4,Medium,1
13229,0.8,25.27,100.5,0.03,9.38,54.77,60.79,5,Non-Leak,0
13230,1034.19,19.33,61.42,2.6,72.53,803.23,44.32,6,Large,1
13231,0.75,25.61,100.61,0.06,10.3,56.32,60.74,7,Non-Leak,0
13232,176.77,22.88,84.15,0.71,30.24,316.88,54.7,8,Small,1
13233,0.38,25.41,100.07,0.05,10.66,55.85,60.83,9,Non-Leak,0
13234,661.33,21.5,76.71,1.72,50.51,609.2,53.17,10,Medium,1
13235,0.55,24.81,100.64,0.03,10.39,55.06,61.05,11,Non-Leak,0
13236,1219.37,19.2,60.72,2.38,75.53,822.35,44.81,12,Large,1
13237,0.64,25.58,100.19,0.04,10.32,50.25,60.72,1,Non-Leak,0
13238,166.81,22.9,83.98,0.88,34.92,314.23,55.26,2,Small,1
13239,0.55,25.61,100.89,0.04,10.02,57.6,60.99,3,Non-Leak,0
13240,651.63,21.15,76.35,1.65,50.39,615.78,52.93,4,Medium,1
13241,0.9,24.95,100.19,0.06,9.6,55.11,60.75,5,Non-Leak,0
13242,1113.66,18.95,59.61,2.52,72.44,770.25,44.46,6,Large,1
13243,0.33,25.26,100.77,0.05,9.28,53.28,61.09,7,Non-Leak,0
13244,169.33,22.65,84.73,0.73,31.27,343.81,55.43,8,Small,1
13245,0.7,25.56,100.08,0.03,10.2,58.37,60.91,9,Non-Leak,0
13246,706.27,21.52,77.91,1.69,50.22,620.74,53.49,10,Medium,1
13247,0.53,25.5,100.63,0.07,9.19,52.32,60.98,11,Non-Leak,0
13248,1095.81,19.13,60.2,2.37,72.6,786.68,44.98,12,Large,1
13249,0.56,24.93,100.43,0.05,10.39,51.14,60.98,1,Non-Leak,0
13250,181.36,23.0,83.0,0.73,33.03,338.41,54.49,2,Small,1
13251,0.84,25.12,100.71,0.05,10.88,57.66,60.97,3,Non-Leak,0
13252,677.46,20.96,77.54,1.59,51.07,631.99,52.98,4,Medium,1
13253,0.89,24.71,100.77,0.05,9.9,59.23,61.01,5,Non-Leak,0
13254,1125.76,19.75,60.31,2.48,72.11,826.43,45.1,6,Large,1
13255,0.55,25.11,100.2,0.05,10.74,53.69,60.71,7,Non-Leak,0
13256,182.42,22.43,83.18,0.86,32.78,324.49,54.37,8,Small,1
13257,0.67,25.8,100.73,0.06,9.87,59.89,60.78,9,Non-Leak,0
13258,697.39,21.26,76.83,1.56,51.65,616.41,52.63,10,Medium,1
13259,0.75,25.5,100.94,0.04,10.51,52.61,60.94,11,Non-Leak,0
13260,1083.02,18.91,60.94,2.33,74.67,781.45,45.25,12,Large,1
13261,0.76,25.9,100.24,0.05,10.94,54.16,61.02,1,Non-Leak,0
13262,176.1,22.74,83.46,0.87,33.6,352.08,55.1,2,Small,1
13263,0.82,25.3,100.05,0.06,10.0,53.95,60.99,3,Non-Leak,0
13264,674.84,21.23,77.8,1.67,50.55,631.63,53.28,4,Medium,1
13265,0.76,24.81,100.98,0.06,9.29,56.71,60.78,5,Non-Leak,0
13266,1076.49,19.66,60.67,2.49,75.53,776.24,45.51,6,Large,1
13267,0.62,25.67,100.76,0.06,10.04,58.19,60.84,7,Non-Leak,0
13268,165.14,22.36,84.88,0.72,33.78,318.92,54.6,8,Small,1
13269,0.32,25.63,100.49,0.03,10.74,51.43,60.98,9,Non-Leak,0
13270,657.65,21.31,76.57,1.72,51.06,607.93,52.21,10,Medium,1
13271,0.67,25.76,100.77,0.03,9.96,56.2,60.97,11,Non-Leak,0
13272,1206.51,18.08,61.49,2.52,73.84,819.8,44.08,12,Large,1
13273,0.83,25.45,100.9,0.03,10.05,54.92,60.99,1,Non-Leak,0
13274,160.3,22.35,84.92,0.79,33.35,310.8,54.58,2,Small,1
13275,0.85,25.8,100.7,0.07,9.14,59.65,60.82,3,Non-Leak,0
13276,664.39,20.84,76.56,1.57,50.59,622.9,53.04,4,Medium,1
13277,0.45,25.45,100.89,0.05,9.35,56.34,60.7,5,Non-Leak,0
13278,1115.24,18.71,61.25,2.31,72.08,805.35,43.97,6,Large,1
13279,0.78,25.14,100.42,0.07,9.55,58.73,60.87,7,Non-Leak,0
13280,183.73,22.8,84.39,0.72,32.28,324.47,55.44,8,Small,1
13281,0.74,25.49,100.19,0.03,9.36,52.11,60.94,9,Non-Leak,0
13282,714.52,20.73,75.3,1.62,50.62,616.47,53.33,10,Medium,1
13283,0.85,25.41,100.12,0.06,9.1,58.9,60.79,11,Non-Leak,0
13284,1092.51,19.59,60.58,2.51,74.89,791.36,44.02,12,Large,1
13285,0.67,25.82,100.2,0.03,10.96,53.49,61.08,1,Non-Leak,0
13286,186.03,22.58,84.73,0.86,34.91,329.84,55.85,2,Small,1
13287,0.63,25.5,100.58,0.06,10.02,51.63,60.7,3,Non-Leak,0
13288,713.32,21.03,76.38,1.63,50.28,610.07,52.02,4,Medium,1
13289,0.32,25.17,100.71,0.06,9.86,50.42,60.77,5,Non-Leak,0
13290,1211.02,18.62,60.58,2.49,72.15,770.97,45.91,6,Large,1
13291,0.81,25.03,100.49,0.05,9.71,51.74,60.74,7,Non-Leak,0
13292,154.19,22.54,83.71,0.82,32.45,319.72,54.95,8,Small,1
13293,0.79,25.47,100.68,0.05,9.4,56.13,60.87,9,Non-Leak,0
13294,701.19,20.81,75.22,1.7,51.99,607.82,53.23,10,Medium,1
13295,0.77,24.99,100.24,0.05,9.29,58.66,60.81,11,Non-Leak,0
13296,1005.39,19.65,60.67,2.41,73.55,780.19,45.81,12,Large,1
13297,0.71,25.03,100.9,0.05,10.86,50.06,60.84,1,Non-Leak,0
13298,191.43,22.45,84.93,0.71,33.99,330.87,54.79,2,Small,1
13299,0.51,25.0,100.54,0.06,10.56,50.59,61.08,3,Non-Leak,0
13300,704.86,21.25,76.87,1.54,51.33,647.9,53.32,4,Medium,1
13301,0.4,25.61,100.23,0.05,9.92,56.33,60.79,5,Non-Leak,0
13302,1136.24,19.56,61.55,2.32,73.98,797.36,45.34,6,Large,1
13303,0.46,25.14,100.87,0.03,10.69,51.57,60.96,7,Non-Leak,0
13304,181.65,22.66,83.84,0.86,34.67,319.66,54.01,8,Small,1
13305,0.84,25.77,100.78,0.05,10.12,51.41,60.7,9,Non-Leak,0
13306,709.27,21.31,76.52,1.7,51.69,614.34,52.61,10,Medium,1
13307,0.36,24.78,100.77,0.04,9.22,54.44,61.03,11,Non-Leak,0
13308,1136.83,18.89,60.01,2.75,73.2,775.99,45.52,12,Large,1
13309,0.43,24.82,100.98,0.05,9.45,50.44,60.87,1,Non-Leak,0
13310,177.27,22.75,83.87,0.79,33.19,343.35,54.98,2,Small,1
13311,0.4,24.92,100.43,0.06,10.21,58.52,60.93,3,Non-Leak,0
13312,708.49,20.92,76.42,1.63,51.16,615.03,52.04,4,Medium,1
13313,0.44,24.9,100.03,0.07,10.71,51.96,60.76,5,Non-Leak,0
13314,1028.87,18.18,59.5,2.4,74.79,849.51,43.74,6,Large,1
13315,0.6,24.86,100.63,0.05,9.67,51.44,60.75,7,Non-Leak,0
13316,190.37,22.87,83.72,0.73,32.29,318.34,55.91,8,Small,1
13317,0.86,25.27,100.29,0.03,10.43,58.61,60.72,9,Non-Leak,0
13318,653.35,21.18,76.94,1.66,50.66,649.71,52.12,10,Medium,1
13319,0.8,24.74,100.41,0.04,10.12,57.93,60.84,11,Non-Leak,0
13320,1005.84,18.14,59.94,2.52,74.96,816.65,45.31,12,Large,1
13321,0.78,24.83,100.28,0.04,9.97,58.03,61.04,1,Non-Leak,0
13322,179.32,22.8,83.34,0.71,31.1,349.6,55.61,2,Small,1
13323,0.46,25.78,100.87,0.05,9.58,53.21,60.72,3,Non-Leak,0
13324,687.63,21.07,75.71,1.63,50.51,609.73,52.45,4,Medium,1
13325,0.32,25.69,100.24,0.06,10.04,53.7,60.88,5,Non-Leak,0
13326,1138.39,18.79,60.89,2.38,75.35,828.73,43.92,6,Large,1
13327,0.44,25.62,100.96,0.04,10.1,50.47,60.72,7,Non-Leak,0
13328,176.15,22.44,83.71,0.74,34.59,314.93,55.67,8,Small,1
13329,0.76,25.61,100.65,0.03,9.69,59.29,60.72,9,Non-Leak,0
13330,669.25,21.51,76.5,1.67,50.37,637.99,52.54,10,Medium,1
13331,0.57,25.78,100.51,0.07,9.69,52.59,60.84,11,Non-Leak,0
13332,1141.91,18.8,60.27,2.62,72.69,849.76,45.77,12,Large,1
13333,0.69,25.88,100.27,0.05,10.29,55.34,60.88,1,Non-Leak,0
13334,168.98,22.89,84.09,0.72,33.94,358.55,55.34,2,Small,1
13335,0.76,24.88,100.21,0.07,10.98,52.86,60.7,3,Non-Leak,0
13336,705.86,20.75,76.81,1.53,50.14,603.78,53.23,4,Medium,1
13337,0.71,25.44,100.62,0.07,10.84,53.65,60.99,5,Non-Leak,0
13338,1205.43,19.65,59.85,2.41,75.02,833.49,44.83,6,Large,1
13339,0.77,24.98,100.15,0.05,9.78,56.07,60.99,7,Non-Leak,0
13340,184.23,22.77,83.86,0.79,34.95,329.54,55.39,8,Small,1
13341,0.45,24.98,100.88,0.06,9.93,50.05,60.89,9,Non-Leak,0
13342,674.19,20.95,75.45,1.7,50.35,603.84,52.13,10,Medium,1
13343,0.52,25.87,100.86,0.06,10.15,58.57,61.07,11,Non-Leak,0
13344,1210.23,19.08,61.52,2.63,73.85,837.44,45.91,12,Large,1
13345,0.74,25.24,100.83,0.05,10.96,56.98,60.75,1,Non-Leak,0
13346,173.96,22.42,83.05,0.81,30.03,346.63,54.18,2,Small,1
13347,0.87,24.95,100.21,0.06,10.33,52.48,61.09,3,Non-Leak,0
13348,651.43,21.11,77.16,1.8,51.95,639.61,52.26,4,Medium,1
13349,0.35,25.15,100.55,0.04,9.93,55.88,61.0,5,Non-Leak,0
13350,1121.32,18.63,59.71,2.38,75.17,818.58,45.86,6,Large,1
13351,0.82,25.11,100.1,0.07,9.69,52.62,61.04,7,Non-Leak,0
13352,174.4,22.41,83.94,0.86,34.02,338.13,54.69,8,Small,1
13353,0.47,25.26,100.75,0.03,10.85,51.76,60.86,9,Non-Leak,0
13354,702.43,20.61,75.51,1.72,50.49,626.72,53.36,10,Medium,1
13355,0.83,25.32,100.38,0.05,10.53,53.31,60.86,11,Non-Leak,0
13356,1123.48,19.75,61.15,2.76,72.83,845.32,44.58,12,Large,1
13357,0.41,25.65,100.03,0.07,9.86,50.32,60.76,1,Non-Leak,0
13358,164.86,22.26,83.26,0.83,30.45,332.2,54.03,2,Small,1
13359,0.72,25.25,100.28,0.04,10.15,52.37,60.8,3,Non-Leak,0
13360,707.36,20.82,75.36,1.56,50.17,649.48,52.54,4,Medium,1
13361,0.56,25.35,100.6,0.05,10.41,53.19,60.73,5,Non-Leak,0
13362,1145.94,19.08,60.26,2.74,72.97,770.62,44.88,6,Large,1
13363,0.77,25.15,100.28,0.05,10.38,54.28,60.83,7,Non-Leak,0
13364,153.87,22.32,84.84,0.76,31.18,335.7,55.05,8,Small,1
13365,0.79,25.78,100.82,0.05,9.99,50.02,60.96,9,Non-Leak,0
13366,660.5,20.72,75.83,1.77,51.27,631.26,52.65,10,Medium,1
13367,0.8,25.66,100.96,0.05,9.84,53.19,60.72,11,Non-Leak,0
13368,1108.6,19.55,60.57,2.72,74.32,808.2,44.42,12,Large,1
13369,0.56,25.32,100.26,0.06,9.2,59.42,61.08,1,Non-Leak,0
13370,180.28,22.63,84.19,0.89,32.81,340.75,54.09,2,Small,1
13371,0.38,25.73,100.25,0.04,9.79,57.12,60.71,3,Non-Leak,0
13372,692.92,21.01,77.2,1.75,50.88,627.15,52.61,4,Medium,1
13373,0.45,25.76,100.27,0.06,10.67,58.1,60.98,5,Non-Leak,0
13374,1063.02,19.46,61.04,2.35,74.81,783.61,44.0,6,Large,1
13375,0.53,25.84,100.36,0.04,10.23,56.07,60.93,7,Non-Leak,0
13376,184.28,22.51,84.6,0.81,31.35,339.39,55.21,8,Small,1
13377,0.88,25.23,100.92,0.06,9.73,56.89,61.03,9,Non-Leak,0
13378,668.82,21.18,77.08,1.74,50.42,610.96,52.27,10,Medium,1
13379,0.42,25.33,100.15,0.04,10.31,51.61,61.01,11,Non-Leak,0
13380,1212.54,18.39,59.69,2.48,72.4,833.82,45.58,12,Large,1
13381,0.6,25.61,100.39,0.03,9.98,51.1,61.02,1,Non-Leak,0
13382,177.63,22.76,84.96,0.73,30.98,322.16,54.25,2,Small,1
13383,0.44,25.74,100.78,0.06,9.42,50.64,61.04,3,Non-Leak,0
13384,687.81,21.05,77.27,1.53,51.19,624.45,53.3,4,Medium,1
13385,0.68,25.44,100.39,0.04,10.58,59.52,60.89,5,Non-Leak,0
13386,1185.37,18.73,59.04,2.6,73.78,798.25,45.06,6,Large,1
13387,0.48,25.11,100.89,0.05,9.45,56.28,61.06,7,Non-Leak,0
13388,173.52,22.67,83.2,0.89,30.84,353.26,54.23,8,Small,1
13389,0.83,24.86,100.34,0.06,10.88,57.6,60.92,9,Non-Leak,0
13390,692.11,20.9,76.62,1.58,50.99,622.18,52.9,10,Medium,1
13391,0.87,25.56,100.93,0.05,10.03,55.79,60.77,11,Non-Leak,0
13392,1082.58,19.74,60.06,2.66,75.41,778.67,44.17,12,Large,1
13393,0.66,25.49,100.54,0.07,10.31,54.41,60.74,1,Non-Leak,0
13394,166.0,22.4,83.16,0.84,31.86,349.37,54.87,2,Small,1
13395,0.36,24.7,100.82,0.05,10.87,57.59,60.96,3,Non-Leak,0
13396,681.99,21.49,76.69,1.72,51.39,639.75,52.22,4,Medium,1
13397,0.64,25.09,100.05,0.05,10.35,56.37,60.83,5,Non-Leak,0
13398,1022.32,18.16,59.96,2.79,73.54,835.92,44.41,6,Large,1
13399,0.53,25.5,100.25,0.05,9.12,53.78,60.98,7,Non-Leak,0
13400,174.87,22.78,84.18,0.84,34.67,349.38,55.49,8,Small,1
13401,0.83,25.73,100.87,0.07,10.86,57.69,60.72,9,Non-Leak,0
13402,653.8,21.42,76.57,1.65,51.74,649.53,52.94,10,Medium,1
13403,0.48,25.4,100.69,0.07,9.59,56.95,60.73,11,Non-Leak,0
13404,1071.98,19.68,59.02,2.42,74.93,807.4,45.76,12,Large,1
13405,0.3,25.43,100.14,0.07,10.64,57.38,60.92,1,Non-Leak,0
13406,174.58,22.31,83.83,0.72,31.23,346.47,55.63,2,Small,1
13407,0.85,24.98,100.76,0.03,10.38,52.35,60.72,3,Non-Leak,0
13408,667.87,21.14,75.44,1.56,50.01,602.62,52.19,4,Medium,1
13409,0.56,25.09,100.54,0.05,10.8,59.88,61.08,5,Non-Leak,0
13410,1054.04,19.06,59.88,2.61,74.54,820.42,43.64,6,Large,1
13411,0.73,24.79,100.36,0.05,10.39,51.13,60.98,7,Non-Leak,0
13412,177.63,22.69,83.89,0.74,33.12,347.6,54.77,8,Small,1
13413,0.56,24.84,100.25,0.04,9.1,58.05,60.7,9,Non-Leak,0
13414,657.9,20.82,77.02,1.54,50.25,646.11,53.21,10,Medium,1
13415,0.32,25.52,100.52,0.05,9.1,55.03,60.81,11,Non-Leak,0
13416,1104.28,18.44,59.58,2.59,74.56,806.92,43.55,12,Large,1
13417,0.47,24.76,100.4,0.03,10.7,53.33,60.81,1,Non-Leak,0
13418,164.05,22.29,83.86,0.75,32.01,343.18,54.2,2,Small,1
13419,0.48,24.99,100.49,0.04,9.69,50.72,60.8,3,Non-Leak,0
13420,673.16,21.05,75.55,1.79,51.85,628.63,52.88,4,Medium,1
13421,0.73,25.68,100.91,0.07,10.99,56.05,60.8,5,Non-Leak,0
13422,1178.99,18.56,59.83,2.51,74.11,836.48,44.1,6,Large,1
13423,0.36,25.56,100.94,0.06,10.39,56.74,61.04,7,Non-Leak,0
13424,176.53,22.39,83.73,0.73,30.3,358.67,54.38,8,Small,1
13425,0.39,25.83,100.77,0.07,9.01,59.87,61.07,9,Non-Leak,0
13426,705.67,21.09,76.07,1.6,51.81,631.85,53.09,10,Medium,1
13427,0.39,25.04,100.99,0.04,10.95,53.93,60.88,11,Non-Leak,0
13428,1116.05,18.29,59.92,2.51,75.36,799.94,44.11,12,Large,1
13429,0.75,25.78,100.97,0.04,10.5,56.92,60.75,1,Non-Leak,0
13430,188.4,22.84,84.48,0.81,34.16,348.26,55.74,2,Small,1
13431,0.84,25.61,100.99,0.03,9.49,53.16,60.89,3,Non-Leak,0
13432,703.12,20.65,77.0,1.79,50.41,607.51,52.36,4,Medium,1
13433,0.63,24.91,100.05,0.03,10.01,50.93,60.79,5,Non-Leak,0
13434,1123.71,18.09,61.28,2.44,75.92,793.64,45.78,6,Large,1
13435,0.8,24.97,100.24,0.03,9.36,57.36,60.88,7,Non-Leak,0
13436,173.01,22.92,83.97,0.77,30.71,358.53,55.85,8,Small,1
13437,0.64,25.48,100.59,0.03,10.47,55.65,60.74,9,Non-Leak,0
13438,718.87,21.57,76.74,1.72,50.12,638.4,52.55,10,Medium,1
13439,0.78,25.58,100.48,0.05,9.63,50.72,61.09,11,Non-Leak,0
13440,1214.09,18.28,61.95,2.47,73.59,799.63,44.95,12,Large,1
13441,0.79,25.67,100.7,0.05,10.5,53.16,60.93,1,Non-Leak,0
13442,172.97,22.22,83.05,0.85,34.42,355.92,55.79,2,Small,1
13443,0.67,25.54,100.31,0.04,9.98,52.82,60.79,3,Non-Leak,0
13444,677.48,21.46,75.64,1.71,50.73,628.7,52.22,4,Medium,1
13445,0.48,25.29,100.45,0.04,9.65,50.1,60.99,5,Non-Leak,0
13446,1024.92,18.21,60.92,2.64,75.2,797.11,45.97,6,Large,1
13447,0.58,25.29,100.21,0.07,10.53,58.95,60.8,7,Non-Leak,0
13448,191.31,22.68,83.44,0.79,32.85,326.06,54.81,8,Small,1
13449,0.48,25.42,100.6,0.07,9.29,54.94,60.81,9,Non-Leak,0
13450,679.22,20.81,76.78,1.54,51.12,629.43,52.73,10,Medium,1
13451,0.34,25.24,100.52,0.03,10.21,53.36,60.75,11,Non-Leak,0
13452,1175.9,19.55,61.75,2.43,73.22,773.41,44.21,12,Large,1
13453,0.69,25.28,100.35,0.06,10.07,59.12,60.99,1,Non-Leak,0
13454,159.27,22.83,83.99,0.81,34.91,323.64,54.01,2,Small,1
13455,0.37,24.93,100.09,0.05,10.87,55.15,60.95,3,Non-Leak,0
13456,714.8,21.2,76.59,1.56,50.84,629.84,52.13,4,Medium,1
13457,0.37,25.83,100.03,0.03,10.96,50.65,60.85,5,Non-Leak,0
13458,1181.32,18.43,61.48,2.48,74.35,799.56,45.48,6,Large,1
13459,0.77,25.08,100.47,0.04,10.85,57.43,60.92,7,Non-Leak,0
13460,195.81,22.86,84.29,0.77,31.26,341.26,54.33,8,Small,1
13461,0.47,25.0,100.62,0.05,9.67,58.3,60.8,9,Non-Leak,0
13462,669.62,20.72,75.97,1.68,51.04,607.88,53.17,10,Medium,1
13463,0.77,25.08,101.0,0.04,9.69,50.12,60.81,11,Non-Leak,0
13464,1077.7,18.6,60.78,2.32,75.73,802.36,45.35,12,Large,1
13465,0.87,25.11,100.18,0.06,9.68,56.93,60.74,1,Non-Leak,0
13466,158.12,22.35,83.66,0.89,34.95,359.19,55.33,2,Small,1
13467,0.51,25.86,100.23,0.06,9.26,56.0,60.92,3,Non-Leak,0
13468,682.81,20.86,75.59,1.7,50.41,615.82,52.36,4,Medium,1
13469,0.43,24.82,100.34,0.05,9.51,59.83,61.1,5,Non-Leak,0
13470,1170.0,18.73,59.39,2.42,72.42,828.99,44.62,6,Large,1
13471,0.66,25.36,100.88,0.03,10.64,56.95,60.77,7,Non-Leak,0
13472,174.19,22.8,83.97,0.73,32.59,341.27,54.16,8,Small,1
13473,0.8,25.37,100.99,0.06,10.58,52.5,60.74,9,Non-Leak,0
13474,690.58,21.13,76.25,1.71,51.75,610.77,52.22,10,Medium,1
13475,0.61,25.59,100.97,0.04,9.73,52.51,60.72,11,Non-Leak,0
13476,1140.86,19.79,60.37,2.73,74.5,823.08,44.79,12,Large,1
13477,0.52,24.79,100.5,0.03,9.61,56.39,61.03,1,Non-Leak,0
13478,152.71,22.65,83.88,0.71,31.41,322.22,54.16,2,Small,1
13479,0.83,25.25,100.08,0.06,9.13,57.56,60.84,3,Non-Leak,0
13480,685.95,21.4,75.65,1.76,50.16,608.95,52.73,4,Medium,1
13481,0.37,24.83,100.4,0.03,9.99,56.26,61.05,5,Non-Leak,0
13482,1128.33,19.34,59.57,2.42,75.98,822.35,44.02,6,Large,1
13483,0.48,25.02,100.75,0.06,10.14,52.25,60.75,7,Non-Leak,0
13484,190.19,22.3,83.44,0.86,32.58,356.63,55.26,8,Small,1
13485,0.75,25.62,100.22,0.05,10.91,57.27,60.87,9,Non-Leak,0
13486,690.43,21.53,76.59,1.65,50.97,623.33,53.02,10,Medium,1
13487,0.57,24.71,100.96,0.04,10.98,50.11,60.9,11,Non-Leak,0
13488,1189.61,19.21,61.27,2.52,72.01,842.65,45.23,12,Large,1
13489,0.32,25.03,100.27,0.05,9.01,52.49,60.84,1,Non-Leak,0
13490,164.65,22.67,83.75,0.89,34.91,318.9,54.89,2,Small,1
13491,0.36,25.67,100.2,0.05,10.57,57.41,60.99,3,Non-Leak,0
13492,667.12,20.9,77.64,1.7,51.82,604.01,52.35,4,Medium,1
13493,0.56,25.11,100.5,0.06,10.41,55.03,60.82,5,Non-Leak,0
13494,1100.32,19.87,60.37,2.64,74.39,771.48,43.66,6,Large,1
13495,0.65,24.83,100.4,0.04,10.72,57.88,60.78,7,Non-Leak,0
13496,171.47,22.54,84.64,0.84,34.25,345.77,55.33,8,Small,1
13497,0.57,24.73,100.55,0.03,9.01,57.91,61.0,9,Non-Leak,0
13498,705.04,20.72,76.1,1.54,51.39,647.54,52.59,10,Medium,1
13499,0.7,25.66,100.15,0.04,10.82,55.38,61.0,11,Non-Leak,0
13500,1213.32,19.14,59.16,2.77,75.94,824.12,43.9,12,Large,1
13501,0.89,25.02,100.1,0.05,10.72,50.88,61.06,1,Non-Leak,0
13502,179.44,22.89,83.46,0.78,34.46,343.14,54.14,2,Small,1
13503,0.55,24.8,100.52,0.06,9.25,53.4,60.92,3,Non-Leak,0
13504,696.56,21.13,76.43,1.73,51.89,613.88,52.85,4,Medium,1
13505,0.31,24.96,100.17,0.05,9.77,53.93,60.85,5,Non-Leak,0
13506,1142.19,19.28,61.53,2.33,72.35,844.72,44.3,6,Large,1
13507,0.51,25.17,100.87,0.06,9.55,59.2,61.09,7,Non-Leak,0
